order_id,order_date,ship_date,ship_mode,customer_id,product_id,sales,quantity,discount,profit
US-2020-111612,11/28/20,12/2/20,Standard Class,EB-14110,OFF-FA-10003021,3.01,2.00,0.20,0.56
US-2020-142930,11/28/20,12/2/20,Standard Class,EB-14170,OFF-PA-10003395,335.52,4.00,0.20,117.43
US-2020-159982,11/28/20,12/4/20,Standard Class,DR-12880,OFF-ST-10001590,53.92,5.00,0.20,4.04
US-2020-159982,11/28/20,12/4/20,Standard Class,DR-12880,OFF-ST-10004804,82.37,2.00,0.20,-19.56
US-2020-159982,11/28/20,12/4/20,Standard Class,DR-12880,TEC-PH-10001580,647.90,6.00,0.20,56.69
US-2020-110016,11/29/20,12/4/20,Standard Class,BT-11395,FUR-CH-10002880,1106.91,9.00,0.00,121.76
US-2020-138009,11/29/20,12/3/20,Standard Class,SF-20965,FUR-CH-10004853,301.96,2.00,0.00,87.57
US-2020-138009,11/29/20,12/3/20,Standard Class,SF-20965,OFF-AP-10000179,555.21,5.00,0.10,178.90
US-2020-154340,11/29/20,11/30/20,First Class,EK-13795,OFF-AR-10003582,56.30,2.00,0.00,15.76
US-2020-138009,11/29/20,12/3/20,Standard Class,SF-20965,OFF-AR-10004042,161.82,9.00,0.00,46.93
US-2020-129112,11/29/20,11/30/20,First Class,AW-10840,OFF-BI-10000088,8.78,4.00,0.80,-13.62
US-2020-144099,11/29/20,11/30/20,Same Day,PO-19195,OFF-BI-10001078,4.30,1.00,0.20,1.56
US-2020-110016,11/29/20,12/4/20,Standard Class,BT-11395,OFF-PA-10000349,19.92,4.00,0.00,9.36
US-2020-138009,11/29/20,12/3/20,Standard Class,SF-20965,OFF-ST-10001272,523.48,4.00,0.00,130.87
US-2020-129112,11/29/20,11/30/20,First Class,AW-10840,TEC-AC-10003038,21.48,3.00,0.20,-0.27
US-2020-137925,11/30/20,12/4/20,Standard Class,JL-15235,FUR-BO-10001608,681.41,12.00,0.20,42.59
US-2020-141327,11/30/20,12/3/20,First Class,LR-16915,FUR-FU-10000576,335.74,2.00,0.20,25.18
US-2020-158323,11/30/20,12/3/20,First Class,AB-10600,FUR-FU-10001546,17.09,2.00,0.20,1.07
US-2020-107685,11/30/20,12/2/20,Second Class,JM-15865,FUR-FU-10002813,80.96,4.00,0.00,29.15
US-2020-141327,11/30/20,12/3/20,First Class,LR-16915,OFF-AP-10001293,98.35,3.00,0.20,9.84
US-2020-141453,11/30/20,12/3/20,Second Class,DB-13270,OFF-BI-10000301,3.88,3.00,0.80,-5.82
US-2020-141327,11/30/20,12/3/20,First Class,LR-16915,OFF-BI-10000546,6.05,7.00,0.70,-4.23
US-2020-122210,11/30/20,12/4/20,Standard Class,WB-21850,OFF-BI-10003656,152.99,3.00,0.70,-122.39
US-2020-140830,11/30/20,12/2/20,Second Class,PS-18970,OFF-EN-10000461,17.48,2.00,0.00,8.22
US-2020-140830,11/30/20,12/2/20,Second Class,PS-18970,OFF-EN-10002831,71.88,2.00,0.00,32.35
US-2020-122210,11/30/20,12/4/20,Standard Class,WB-21850,OFF-FA-10000053,10.58,7.00,0.20,-2.38
US-2020-137925,11/30/20,12/4/20,Standard Class,JL-15235,OFF-PA-10002659,23.66,7.00,0.00,10.88
US-2020-107685,11/30/20,12/2/20,Second Class,JM-15865,OFF-PA-10003848,25.92,4.00,0.00,12.44
US-2020-156328,11/30/20,12/5/20,Standard Class,RM-19375,TEC-PH-10001198,177.48,3.00,0.20,19.97
US-2020-122210,11/30/20,12/4/20,Standard Class,WB-21850,TEC-PH-10002807,94.92,4.00,0.40,15.82
US-2020-137113,12/1/20,12/5/20,Second Class,TW-21025,FUR-CH-10001215,2003.92,5.00,0.20,125.25
US-2020-111038,12/1/20,12/6/20,Standard Class,LC-16960,FUR-CH-10003973,2676.67,9.00,0.20,267.67
US-2020-105676,12/1/20,12/2/20,Same Day,NM-18520,FUR-FU-10004270,6.69,4.00,0.60,-4.01
US-2020-137113,12/1/20,12/5/20,Second Class,TW-21025,FUR-TA-10001705,1913.40,9.00,0.00,401.81
US-2020-110324,12/1/20,12/5/20,Standard Class,MA-17560,OFF-AR-10000823,3.64,2.00,0.00,1.02
US-2020-103723,12/1/20,12/6/20,Standard Class,BT-11305,OFF-AR-10003251,13.90,5.00,0.00,5.56
US-2020-119907,12/1/20,12/8/20,Standard Class,LC-17140,OFF-BI-10001765,55.42,2.00,0.20,19.40
US-2020-148817,12/1/20,12/7/20,Standard Class,KD-16495,OFF-BI-10004233,63.96,4.00,0.00,30.70
US-2020-110324,12/1/20,12/5/20,Standard Class,MA-17560,OFF-PA-10001776,18.54,2.00,0.00,8.71
US-2020-110324,12/1/20,12/5/20,Standard Class,MA-17560,OFF-PA-10001826,19.44,3.00,0.00,9.33
US-2020-137113,12/1/20,12/5/20,Second Class,TW-21025,OFF-PA-10002222,114.20,5.00,0.00,52.53
US-2020-137113,12/1/20,12/5/20,Second Class,TW-21025,OFF-PA-10004255,32.40,5.00,0.00,15.55
US-2020-148817,12/1/20,12/7/20,Standard Class,KD-16495,OFF-ST-10001321,61.68,4.00,0.00,16.65
US-2020-137113,12/1/20,12/5/20,Second Class,TW-21025,OFF-ST-10002554,146.73,3.00,0.00,2.93
CA-2020-112224,12/2/20,12/6/20,Standard Class,NC-19470,FUR-FU-10001588,58.36,5.00,0.60,-24.80
CA-2020-145154,12/2/20,12/6/20,Standard Class,MK-19560,FUR-FU-10002759,39.96,5.00,0.60,-20.98
CA-2020-154124,12/2/20,12/6/20,Standard Class,MK-19560,OFF-AR-10000940,16.46,7.00,0.20,2.44
US-2020-145422,12/3/20,12/7/20,Standard Class,PW-19240,FUR-BO-10002213,359.50,3.00,0.15,-29.61
US-2020-123092,12/3/20,12/7/20,Standard Class,JG-15115,FUR-FU-10000222,77.95,3.00,0.20,12.67
US-2020-122756,12/3/20,12/7/20,Standard Class,DK-13225,FUR-FU-10001935,2.96,1.00,0.20,0.78
US-2020-123092,12/3/20,12/7/20,Standard Class,JG-15115,OFF-AR-10004078,9.34,2.00,0.20,1.17
US-2020-123092,12/3/20,12/7/20,Standard Class,JG-15115,OFF-BI-10001718,95.97,5.00,0.70,-73.58
US-2020-142475,12/3/20,12/7/20,Standard Class,BS-11380,OFF-BI-10003718,590.35,6.00,0.20,206.62
US-2020-147851,12/3/20,12/8/20,Standard Class,MP-17470,OFF-BI-10004528,10.75,4.00,0.20,3.36
US-2020-110093,12/3/20,12/8/20,Standard Class,AB-10255,OFF-PA-10000174,16.45,2.00,0.20,5.55
US-2020-156853,12/3/20,12/5/20,Second Class,HP-14815,OFF-PA-10003656,184.66,7.00,0.00,84.94
US-2020-110093,12/3/20,12/8/20,Standard Class,AB-10255,TEC-AC-10000171,36.78,2.00,0.20,10.58
US-2020-122756,12/3/20,12/7/20,Standard Class,DK-13225,TEC-MA-10001681,482.34,4.00,0.70,-337.64
US-2020-123092,12/3/20,12/7/20,Standard Class,JG-15115,TEC-PH-10001700,105.58,2.00,0.20,9.24
US-2020-161718,12/4/20,12/10/20,Standard Class,SO-20335,FUR-CH-10002372,364.41,5.00,0.10,8.10
US-2020-161718,12/4/20,12/10/20,Standard Class,SO-20335,FUR-CH-10002965,361.76,2.00,0.10,68.33
US-2020-130659,12/4/20,12/9/20,Second Class,MS-17365,FUR-CH-10003535,384.17,7.00,0.10,29.88
US-2020-118871,12/4/20,12/9/20,Second Class,HM-14860,FUR-FU-10002111,36.40,5.00,0.00,13.83
US-2020-161718,12/4/20,12/10/20,Standard Class,SO-20335,FUR-FU-10002445,28.44,3.00,0.00,11.38
US-2020-119508,12/4/20,12/9/20,Standard Class,TZ-21580,FUR-FU-10004270,25.08,6.00,0.00,9.03
US-2020-119508,12/4/20,12/9/20,Standard Class,TZ-21580,OFF-AR-10003723,16.90,5.00,0.00,6.25
US-2020-155600,12/4/20,12/7/20,Second Class,RO-19780,OFF-AR-10003752,36.96,4.00,0.20,12.01
US-2020-155600,12/4/20,12/7/20,Second Class,RO-19780,OFF-BI-10000545,1598.06,7.00,0.70,-1065.37
US-2020-110247,12/4/20,12/8/20,Standard Class,RH-19555,OFF-BI-10001553,8.23,3.00,0.70,-6.03
US-2020-118871,12/4/20,12/9/20,Second Class,HM-14860,OFF-EN-10003296,271.44,3.00,0.00,122.15
US-2020-130659,12/4/20,12/9/20,Second Class,MS-17365,OFF-EN-10004147,17.94,3.00,0.00,8.79
US-2020-142377,12/4/20,12/9/20,Standard Class,MS-17980,OFF-PA-10001970,85.96,7.00,0.00,40.40
US-2020-118871,12/4/20,12/9/20,Second Class,HM-14860,TEC-PH-10000193,110.35,3.00,0.20,8.28
US-2020-161718,12/4/20,12/10/20,Standard Class,SO-20335,TEC-PH-10000376,39.96,4.00,0.00,10.39
US-2020-130659,12/4/20,12/9/20,Second Class,MS-17365,TEC-PH-10004586,1799.75,5.00,0.00,539.93
CA-2020-119508,12/4/20,12/9/20,Standard Class,TZ-21580,FUR-FU-10004270,361.76,2.00,0.10,68.33
CA-2020-119508,12/4/20,12/9/20,Standard Class,TZ-21580,OFF-AR-10003723,39.96,4.00,0.00,10.39
US-2020-110814,12/5/20,12/9/20,Second Class,BD-11635,FUR-CH-10003535,164.65,3.00,0.10,12.81
US-2020-131842,12/5/20,12/8/20,First Class,RR-19525,FUR-CH-10004477,97.42,2.00,0.20,10.96
US-2020-156440,12/5/20,12/9/20,Standard Class,MH-17620,FUR-FU-10004090,44.46,2.00,0.00,14.67
US-2020-142937,12/5/20,12/6/20,First Class,SF-20065,OFF-AR-10003582,45.04,2.00,0.20,4.50
US-2020-134943,12/5/20,12/6/20,First Class,SU-20665,OFF-BI-10000666,152.80,5.00,0.00,76.40
US-2020-101091,12/5/20,12/9/20,Second Class,SW-20245,OFF-BI-10001107,26.06,6.00,0.70,-19.98
US-2020-110814,12/5/20,12/9/20,Second Class,BD-11635,OFF-BI-10002026,232.40,5.00,0.20,78.44
US-2020-117898,12/5/20,12/11/20,Standard Class,TB-21250,OFF-EN-10004459,12.22,2.00,0.20,4.43
US-2020-149566,12/5/20,12/10/20,Standard Class,GB-14530,OFF-LA-10000452,12.60,4.00,0.00,6.05
US-2020-110814,12/5/20,12/9/20,Second Class,BD-11635,OFF-PA-10004156,22.68,2.00,0.00,11.11
US-2020-149566,12/5/20,12/10/20,Standard Class,GB-14530,TEC-AC-10001266,39.00,3.00,0.00,17.55
US-2020-101091,12/5/20,12/9/20,Second Class,SW-20245,TEC-AC-10003280,47.98,2.00,0.20,0.60
US-2020-131884,12/6/20,12/6/20,Same Day,DK-13375,FUR-CH-10004860,70.69,1.00,0.30,-24.24
US-2020-144806,12/6/20,12/11/20,Standard Class,GH-14425,FUR-FU-10002253,206.11,6.00,0.20,48.95
US-2020-127040,12/6/20,12/10/20,Standard Class,SG-20605,FUR-FU-10002878,113.92,4.00,0.00,42.15
US-2020-168634,12/6/20,12/11/20,Standard Class,AF-10870,OFF-AP-10001626,7.78,2.00,0.00,2.02
US-2020-143490,12/6/20,12/13/20,Standard Class,NP-18325,OFF-AR-10002952,120.15,9.00,0.00,33.64
US-2020-144806,12/6/20,12/11/20,Standard Class,GH-14425,OFF-AR-10004042,86.30,6.00,0.20,9.71
US-2020-131884,12/6/20,12/6/20,Same Day,DK-13375,OFF-AR-10004078,37.38,8.00,0.20,4.67
US-2020-149692,12/6/20,12/12/20,Standard Class,KW-16435,OFF-BI-10002813,2.77,7.00,0.80,-4.85
US-2020-166338,12/6/20,12/7/20,First Class,MP-18175,OFF-BI-10002852,14.83,3.00,0.70,-10.38
US-2020-114741,12/6/20,12/10/20,Standard Class,IL-15100,OFF-LA-10004853,14.94,3.00,0.00,6.87
US-2020-114741,12/6/20,12/10/20,Standard Class,IL-15100,OFF-PA-10000048,6.48,1.00,0.00,3.11
US-2020-127040,12/6/20,12/10/20,Standard Class,SG-20605,OFF-PA-10001184,41.86,7.00,0.00,20.51
US-2020-144806,12/6/20,12/11/20,Standard Class,GH-14425,OFF-PA-10002586,19.92,5.00,0.20,6.72
US-2020-144806,12/6/20,12/11/20,Standard Class,GH-14425,OFF-PA-10003039,198.27,8.00,0.20,61.96
US-2020-148628,12/6/20,12/11/20,Standard Class,KM-16375,OFF-PA-10003883,32.75,5.00,0.00,15.07
US-2020-127040,12/6/20,12/10/20,Standard Class,SG-20605,OFF-PA-10004255,6.48,1.00,0.00,3.11
US-2020-136700,12/6/20,12/11/20,Second Class,DB-13120,OFF-PA-10004519,8.96,2.00,0.00,4.39
US-2020-114741,12/6/20,12/10/20,Standard Class,IL-15100,OFF-ST-10000078,1325.85,5.00,0.00,238.65
US-2020-144806,12/6/20,12/11/20,Standard Class,GH-14425,OFF-ST-10004804,247.10,6.00,0.20,-58.69
US-2020-127040,12/6/20,12/10/20,Standard Class,SG-20605,TEC-AC-10002637,1619.91,9.00,0.00,97.19
US-2020-156104,12/6/20,12/8/20,Second Class,NP-18685,TEC-CO-10002095,999.98,2.00,0.00,449.99
US-2020-143490,12/6/20,12/13/20,Standard Class,NP-18325,TEC-PH-10000576,219.18,2.00,0.20,19.18
US-2020-131884,12/6/20,12/6/20,Same Day,DK-13375,TEC-PH-10001578,485.94,2.00,0.40,-89.09
US-2020-153752,12/6/20,12/11/20,Second Class,RO-19780,TEC-PH-10001615,173.94,6.00,0.00,50.44
US-2020-134894,12/7/20,12/11/20,Standard Class,DK-12985,FUR-CH-10002647,283.92,4.00,0.00,70.98
US-2020-135272,12/7/20,12/12/20,Standard Class,MS-17830,FUR-FU-10002759,79.92,4.00,0.00,28.77
US-2020-134894,12/7/20,12/11/20,Standard Class,DK-12985,OFF-AP-10001271,152.94,3.00,0.00,41.29
US-2020-165050,12/7/20,12/9/20,First Class,AH-10210,OFF-BI-10001031,21.36,5.00,0.20,7.21
US-2020-165050,12/7/20,12/9/20,First Class,AH-10210,OFF-BI-10003727,6.69,2.00,0.20,2.34
US-2020-130736,12/7/20,12/9/20,First Class,JF-15490,OFF-FA-10003467,3.96,2.00,0.00,0.00
US-2020-130736,12/7/20,12/9/20,First Class,JF-15490,OFF-LA-10000634,2.61,1.00,0.00,1.20
US-2020-120957,12/7/20,12/7/20,Same Day,KH-16690,OFF-PA-10003953,12.96,2.00,0.00,6.22
US-2020-165050,12/7/20,12/9/20,First Class,AH-10210,TEC-PH-10001336,773.94,6.00,0.00,224.44
US-2020-135622,12/8/20,12/11/20,Second Class,TT-21460,OFF-PA-10000100,360.71,11.00,0.20,130.76
US-2020-156118,12/8/20,12/12/20,Standard Class,HG-14965,OFF-PA-10000533,15.70,3.00,0.20,5.10
US-2020-129532,12/8/20,12/12/20,Standard Class,YS-21880,OFF-ST-10004186,221.96,2.00,0.00,4.44
US-2020-129532,12/8/20,12/12/20,Standard Class,YS-21880,TEC-AC-10000865,236.00,4.00,0.00,40.12
US-2020-135622,12/8/20,12/11/20,Second Class,TT-21460,TEC-PH-10001817,1718.40,6.00,0.20,150.36
US-2020-103205,12/8/20,12/10/20,Second Class,JJ-15760,TEC-PH-10004896,119.96,5.00,0.20,12.00
US-2020-157035,12/9/20,12/12/20,First Class,KB-16600,OFF-PA-10004156,34.02,3.00,0.00,16.67
US-2020-138093,12/10/20,12/16/20,Standard Class,KM-16225,FUR-CH-10000785,542.94,3.00,0.00,141.16
US-2020-121650,12/10/20,12/16/20,Standard Class,KD-16495,FUR-CH-10004289,191.96,2.00,0.00,32.63
US-2020-121650,12/10/20,12/16/20,Standard Class,KD-16495,FUR-TA-10003569,801.96,2.00,0.00,200.49
US-2020-106208,12/10/20,12/15/20,Standard Class,JW-16075,OFF-AP-10004980,53.09,7.00,0.80,-108.83
US-2020-138093,12/10/20,12/16/20,Standard Class,KM-16225,OFF-AR-10000817,27.36,9.00,0.00,9.30
US-2020-121650,12/10/20,12/16/20,Standard Class,KD-16495,OFF-AR-10001149,3.90,2.00,0.00,1.52
US-2020-168732,12/10/20,12/16/20,Standard Class,KM-16660,OFF-AR-10003087,1.78,1.00,0.00,0.50
US-2020-115693,12/10/20,12/15/20,Standard Class,FC-14245,OFF-AR-10003582,56.30,2.00,0.00,15.76
US-2020-121650,12/10/20,12/16/20,Standard Class,KD-16495,OFF-LA-10001045,2.61,1.00,0.00,1.20
US-2020-127502,12/10/20,12/14/20,Standard Class,MT-17815,OFF-LA-10001613,5.76,2.00,0.00,2.82
US-2020-143105,12/10/20,12/10/20,Same Day,MA-17560,OFF-LA-10004093,7.31,1.00,0.00,3.44
US-2020-138093,12/10/20,12/16/20,Standard Class,KM-16225,OFF-PA-10000143,26.40,5.00,0.00,12.67
US-2020-168732,12/10/20,12/16/20,Standard Class,KM-16660,OFF-PA-10000520,25.92,4.00,0.00,12.44
US-2020-138093,12/10/20,12/16/20,Standard Class,KM-16225,OFF-PA-10001509,44.75,5.00,0.00,20.59
US-2020-143105,12/10/20,12/10/20,Same Day,MA-17560,OFF-PA-10002254,184.66,7.00,0.00,84.94
US-2020-143105,12/10/20,12/10/20,Same Day,MA-17560,OFF-PA-10002713,41.28,6.00,0.00,18.99
US-2020-168732,12/10/20,12/16/20,Standard Class,KM-16660,TEC-AC-10001553,101.94,6.00,0.00,21.41
US-2020-112823,12/10/20,12/16/20,Standard Class,RA-19945,TEC-AC-10002550,25.49,2.00,0.20,4.46
US-2020-143105,12/10/20,12/10/20,Same Day,MA-17560,TEC-CO-10002095,799.98,2.00,0.20,250.00
US-2020-138093,12/10/20,12/16/20,Standard Class,KM-16225,TEC-PH-10004667,134.99,1.00,0.00,36.45
US-2020-104346,12/11/20,12/16/20,Standard Class,IM-15070,FUR-BO-10003450,69.58,4.00,0.70,-143.79
US-2020-104346,12/11/20,12/16/20,Standard Class,IM-15070,FUR-FU-10001473,54.92,5.00,0.20,10.98
US-2020-104346,12/11/20,12/16/20,Standard Class,IM-15070,FUR-FU-10002456,52.42,9.00,0.20,15.07
US-2020-104346,12/11/20,12/16/20,Standard Class,IM-15070,FUR-TA-10000849,364.95,5.00,0.50,-248.17
US-2020-104346,12/11/20,12/16/20,Standard Class,IM-15070,OFF-AR-10001473,13.12,5.00,0.20,1.15
US-2020-104346,12/11/20,12/16/20,Standard Class,IM-15070,OFF-AR-10001545,4.22,3.00,0.20,0.48
US-2020-120572,12/11/20,12/15/20,Standard Class,GH-14425,OFF-BI-10001098,12.83,2.00,0.70,-8.98
US-2020-106362,12/11/20,12/15/20,Standard Class,LC-16885,OFF-BI-10003166,10.33,3.00,0.70,-7.58
US-2020-134082,12/11/20,12/17/20,Standard Class,JK-15640,OFF-BI-10004230,110.53,4.00,0.20,38.68
US-2020-135853,12/11/20,12/14/20,First Class,CA-12775,OFF-BI-10004965,23.00,2.00,0.00,10.35
US-2020-150560,12/11/20,12/12/20,First Class,SW-20455,OFF-LA-10003930,196.62,2.00,0.00,96.34
US-2020-104346,12/11/20,12/16/20,Standard Class,IM-15070,OFF-PA-10001166,85.06,3.00,0.20,28.71
US-2020-104346,12/11/20,12/16/20,Standard Class,IM-15070,OFF-PA-10003256,27.70,3.00,0.20,9.69
US-2020-155761,12/11/20,12/11/20,Same Day,SC-20800,OFF-ST-10000943,46.34,3.00,0.20,4.63
US-2020-155761,12/11/20,12/11/20,Same Day,SC-20800,TEC-AC-10001606,159.98,2.00,0.20,36.00
US-2020-104346,12/11/20,12/16/20,Standard Class,IM-15070,TEC-AC-10004396,58.08,4.00,0.20,-6.53
US-2020-135853,12/11/20,12/14/20,First Class,CA-12775,TEC-AC-10004761,175.23,11.00,0.00,61.33
US-2020-135853,12/11/20,12/14/20,First Class,CA-12775,TEC-PH-10003691,125.99,1.00,0.00,31.50
US-2020-154620,12/12/20,12/16/20,Standard Class,LT-17110,FUR-CH-10004675,348.93,2.00,0.20,34.89
US-2020-134075,12/12/20,12/16/20,Standard Class,HA-14905,FUR-FU-10004597,166.50,3.00,0.00,21.65
US-2020-155586,12/12/20,12/16/20,Second Class,XP-21865,OFF-AR-10001547,2.21,1.00,0.00,0.60
US-2020-129042,12/12/20,12/17/20,Standard Class,EM-13960,OFF-AR-10001662,8.22,3.00,0.00,2.22
US-2020-145065,12/12/20,12/15/20,First Class,DK-13375,OFF-BI-10002437,24.45,2.00,0.20,8.86
US-2020-155586,12/12/20,12/16/20,Second Class,XP-21865,OFF-EN-10003072,15.52,4.00,0.00,7.45
US-2020-145065,12/12/20,12/15/20,First Class,DK-13375,OFF-FA-10001229,7.86,2.00,0.00,3.62
US-2020-155586,12/12/20,12/16/20,Second Class,XP-21865,OFF-PA-10000726,36.44,4.00,0.00,16.40
US-2020-127481,12/12/20,12/15/20,Second Class,JD-15895,OFF-PA-10002036,32.40,5.00,0.00,15.88
US-2020-127481,12/12/20,12/15/20,Second Class,JD-15895,OFF-PA-10002377,97.88,2.00,0.00,48.94
US-2020-134075,12/12/20,12/16/20,Standard Class,HA-14905,OFF-ST-10001496,360.38,2.00,0.00,93.70
US-2020-110870,12/12/20,12/15/20,First Class,KD-16270,OFF-SU-10001225,25.76,7.00,0.00,0.52
US-2020-167220,12/12/20,12/16/20,Standard Class,JB-15925,TEC-AC-10002018,22.37,4.00,0.20,6.43
US-2020-110870,12/12/20,12/15/20,First Class,KD-16270,TEC-AC-10002926,299.94,6.00,0.00,128.97
CA-2020-155586,12/12/20,12/16/20,Second Class,XP-21865,OFF-AR-10001547,15.52,4.00,0.00,7.45
CA-2020-155586,12/12/20,12/16/20,Second Class,XP-21865,OFF-EN-10003072,36.44,4.00,0.00,16.40
CA-2020-155586,12/12/20,12/16/20,Second Class,XP-21865,OFF-PA-10000726,22.37,4.00,0.20,6.43
US-2020-148250,12/13/20,12/17/20,Standard Class,RP-19270,OFF-AP-10003040,134.48,4.00,0.00,34.96
US-2020-157770,12/13/20,12/15/20,First Class,RD-19585,OFF-BI-10000050,29.20,5.00,0.20,9.86
US-2020-139962,12/13/20,12/20/20,Standard Class,Dp-13240,OFF-BI-10004738,37.88,2.00,0.00,18.94
US-2020-125423,12/13/20,12/15/20,Second Class,MC-17575,OFF-LA-10001771,9.96,2.00,0.00,4.58
US-2020-148250,12/13/20,12/17/20,Standard Class,RP-19270,OFF-PA-10000289,12.96,2.00,0.00,6.22
US-2020-139962,12/13/20,12/20/20,Standard Class,Dp-13240,OFF-PA-10004451,19.44,3.00,0.00,9.33
US-2020-157770,12/13/20,12/15/20,First Class,RD-19585,TEC-AC-10001552,248.85,5.00,0.00,27.37
US-2020-157770,12/13/20,12/15/20,First Class,RD-19585,TEC-AC-10003399,36.24,1.00,0.00,15.22
US-2020-157770,12/13/20,12/15/20,First Class,RD-19585,TEC-PH-10001530,494.38,3.00,0.20,49.44
US-2020-130253,12/14/20,12/18/20,Standard Class,PP-18955,FUR-FU-10002963,15.24,3.00,0.00,5.18
US-2020-125066,12/14/20,12/18/20,Standard Class,KD-16495,FUR-FU-10003829,6.16,2.00,0.00,1.97
US-2020-114048,12/14/20,12/18/20,Standard Class,EH-13945,FUR-FU-10004351,29.22,3.00,0.00,12.86
US-2020-141593,12/14/20,12/16/20,Second Class,DB-12970,FUR-TA-10002622,273.57,2.00,0.20,10.26
US-2020-125066,12/14/20,12/18/20,Standard Class,KD-16495,OFF-AR-10003582,56.30,2.00,0.00,15.76
US-2020-141593,12/14/20,12/16/20,Second Class,DB-12970,OFF-BI-10000948,34.25,3.00,0.20,11.56
US-2020-141593,12/14/20,12/16/20,Second Class,DB-12970,OFF-BI-10001153,55.26,2.00,0.20,20.72
US-2020-146696,12/14/20,12/19/20,Standard Class,RD-19480,OFF-BI-10002432,8.10,2.00,0.20,2.73
US-2020-119592,12/14/20,12/16/20,Second Class,MM-18280,OFF-BI-10004187,3.76,2.00,0.00,1.80
US-2020-141593,12/14/20,12/16/20,Second Class,DB-12970,OFF-PA-10004983,6.48,1.00,0.00,3.11
US-2020-126347,12/14/20,12/19/20,Second Class,AJ-10945,TEC-AC-10003063,50.00,2.00,0.00,10.50
US-2020-123232,12/14/20,12/16/20,Second Class,DJ-13630,TEC-PH-10001051,319.97,4.00,0.20,36.00
US-2020-147830,12/15/20,12/18/20,First Class,NF-18385,FUR-FU-10004091,262.86,7.00,0.20,69.00
US-2020-109638,12/15/20,12/22/20,Standard Class,JH-15985,OFF-AP-10002472,103.92,4.00,0.00,36.37
US-2020-137225,12/15/20,12/19/20,Standard Class,JK-15640,OFF-AR-10001940,3.28,1.00,0.00,1.41
US-2020-109638,12/15/20,12/22/20,Standard Class,JH-15985,OFF-BI-10001098,51.31,3.00,0.20,18.60
US-2020-147830,12/15/20,12/18/20,First Class,NF-18385,TEC-AC-10002049,2025.36,6.00,0.20,607.61
US-2020-109638,12/15/20,12/22/20,Standard Class,JH-15985,TEC-AC-10004571,899.91,9.00,0.00,377.96
US-2020-147830,12/15/20,12/18/20,First Class,NF-18385,TEC-MA-10000418,1799.99,2.00,0.70,-2639.99
US-2020-150308,12/15/20,12/20/20,Standard Class,RR-19525,TEC-PH-10001433,246.17,3.00,0.20,21.54
US-2020-147830,12/15/20,12/18/20,First Class,NF-18385,TEC-PH-10004908,101.99,2.00,0.40,-17.00
US-2020-162544,12/16/20,12/19/20,First Class,SG-20080,OFF-PA-10004948,4.98,1.00,0.00,2.34
US-2020-138121,12/17/20,12/17/20,Same Day,JL-15835,FUR-CH-10003817,546.66,9.00,0.00,136.67
US-2020-138121,12/17/20,12/17/20,Same Day,JL-15835,FUR-CH-10003846,302.94,3.00,0.00,48.47
US-2020-138121,12/17/20,12/17/20,Same Day,JL-15835,FUR-CH-10004875,142.36,2.00,0.00,38.44
US-2020-129637,12/17/20,12/22/20,Standard Class,MC-18100,FUR-FU-10000965,41.55,2.00,0.60,-19.74
US-2020-138121,12/17/20,12/17/20,Same Day,JL-15835,FUR-FU-10002116,212.13,3.00,0.00,14.85
US-2020-134117,12/17/20,12/19/20,Second Class,PG-18895,OFF-AR-10001940,16.40,5.00,0.00,7.05
US-2020-129637,12/17/20,12/22/20,Standard Class,MC-18100,OFF-AR-10003829,13.12,5.00,0.20,1.48
US-2020-134117,12/17/20,12/19/20,Second Class,PG-18895,OFF-AR-10003903,204.85,5.00,0.00,53.26
US-2020-138121,12/17/20,12/17/20,Same Day,JL-15835,OFF-BI-10000320,29.52,4.00,0.00,14.46
US-2020-134117,12/17/20,12/19/20,Second Class,PG-18895,OFF-BI-10002026,92.96,2.00,0.20,31.37
US-2020-129637,12/17/20,12/22/20,Standard Class,MC-18100,OFF-ST-10003716,180.02,1.00,0.20,-15.75
US-2020-134117,12/17/20,12/19/20,Second Class,PG-18895,TEC-PH-10004908,135.98,2.00,0.20,17.00
US-2020-153038,12/18/20,12/25/20,Standard Class,RB-19645,FUR-FU-10000221,20.32,5.00,0.20,3.56
US-2020-107468,12/18/20,12/22/20,Standard Class,MK-17905,OFF-AR-10000634,6.85,2.00,0.20,0.60
US-2020-153038,12/18/20,12/25/20,Standard Class,RB-19645,OFF-EN-10000461,55.94,8.00,0.20,18.88
US-2020-153038,12/18/20,12/25/20,Standard Class,RB-19645,OFF-LA-10004008,18.43,8.00,0.20,5.99
US-2020-137533,12/18/20,12/18/20,Same Day,JK-15640,OFF-PA-10003441,20.74,4.00,0.20,7.26
US-2020-120161,12/18/20,12/23/20,Standard Class,LM-17065,OFF-ST-10001809,646.78,9.00,0.20,-145.52
US-2020-137960,12/18/20,12/18/20,Same Day,MW-18220,TEC-AC-10002253,166.24,1.00,0.00,24.94
US-2020-134558,12/19/20,12/24/20,Second Class,PM-19135,FUR-TA-10003473,1053.16,4.00,0.30,-105.32
US-2020-127453,12/19/20,12/20/20,First Class,JK-15370,OFF-AP-10000828,434.35,3.00,0.20,43.44
US-2020-127453,12/19/20,12/20/20,First Class,JK-15370,OFF-AP-10002906,3.55,2.00,0.20,0.44
